Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-0.99	0.06	0.06	96	191	109
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-0.96	0.07	0.07	39	160	95
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.07	0.05	0.05	-16	127	72
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.07	0.05	0.05	-68	100	80
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.09	0.05	0.05	-113	58	69
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.11	0.05	0.05	-154	67	55
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.13	0.05	0.05	-197	76	46
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.1	0.06	0.06	-220	52	37
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.16	0.06	0.06	-232	26	39
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.16	0.06	0.06	-242	32	37
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.21	0.05	0.05	-252	34	40
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.23	0.05	0.05	-267	38	44
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.27	0.04	0.04	-283	43	48
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.27	0.05	0.05	-298	48	46
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.3	0.05	0.05	-311	52	41
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.29	0.06	0.06	-330	64	40
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.35	0.05	0.05	-354	73	32
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.34	0.05	0.05	-376	58	21
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.39	0.05	0.05	-397	46	64
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.4	0.05	0.05	-432	35	76
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.41	0.05	0.05	-479	66	87
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.4	0.06	0.06	-525	80	89
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.34	0.07	0.07	-563	74	124
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.46	0.05	0.05	-602	66	140
Newfoundland	Placentia	Kemp et al. (2018)	Foraminifera	47.235	-53.96	-1.32	0.1	0.1	-634	78	143
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.12	0.15	0.15	2014	2	2
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.04	0.15	0.15	2011	1	1
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.03	0.15	0.15	2009	2	2
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.06	0.15	0.15	2006	2	2
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.02	0.16	0.16	2004	2	2
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.05	0.16	0.16	2001	2	2
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.08	0.16	0.16	1997	3	3
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.09	0.16	0.16	1990	4	4
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.06	0.16	0.16	1982	3	3
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.02	0.15	0.15	1975	4	4
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.08	0.15	0.15	1965	3	3
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.01	0.15	0.15	1957	3	3
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.09	0.15	0.15	1952	3	3
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.11	0.16	0.16	1947	4	4
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.08	0.15	0.15	1940	5	5
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.1	0.15	0.15	1932	5	5
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.1	0.16	0.16	1922	5	5
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.12	0.15	0.15	1913	7	7
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.2	0.16	0.16	1904	7	7
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.05	0.15	0.15	1894	9	9
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.1	0.15	0.15	1882	10	10
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.11	0.15	0.15	1869	14	14
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.16	0.15	0.15	1856	22	22
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.09	0.15	0.15	1842	30	30
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.17	0.15	0.15	1829	35	35
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.17	0.15	0.15	1816	37	37
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.25	0.16	0.16	1802	36	36
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.32	0.16	0.16	1788	35	35
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.32	0.16	0.16	1774	33	33
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	0.08	0.16	0.16	1760	29	29
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.28	0.16	0.16	1745	26	26
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.31	0.16	0.16	1731	32	32
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.34	0.16	0.16	1716	33	33
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.24	0.15	0.15	1700	29	29
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.27	0.15	0.15	1685	25	25
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.02	0.15	0.15	1670	20	20
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.34	0.15	0.15	1657	18	18
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.65	0.15	0.15	1286	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.63	0.16	0.16	1274	58	58
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.67	0.16	0.16	1262	61	61
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.64	0.16	0.16	1251	65	65
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.68	0.15	0.15	1239	67	67
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.71	0.16	0.16	1227	71	71
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.72	0.16	0.16	1215	73	73
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.71	0.16	0.16	1203	76	76
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.74	0.16	0.16	1190	78	78
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.7	0.16	0.16	1179	81	81
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.75	0.16	0.16	1166	82	82
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.75	0.16	0.16	1151	79	79
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.81	0.15	0.15	1135	75	75
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.86	0.15	0.15	1118	70	70
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.83	0.15	0.15	1100	64	64
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.85	0.15	0.15	1082	58	58
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.9	0.15	0.15	1066	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.87	0.15	0.15	1049	48	48
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.9	0.15	0.15	1032	42	42
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.88	0.16	0.16	1017	38	38
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.89	0.16	0.16	1003	35	35
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.93	0.16	0.16	989	35	35
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.91	0.16	0.16	978	38	38
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.85	0.16	0.16	967	42	42
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.93	0.16	0.16	956	43	43
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.97	0.16	0.16	945	45	45
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.92	0.16	0.16	933	45	45
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.97	0.16	0.16	921	46	46
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1	0.16	0.16	908	45	45
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1	0.16	0.16	896	44	44
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.04	0.16	0.16	884	44	44
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.01	0.16	0.16	874	45	45
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.05	0.16	0.16	865	46	46
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-0.98	0.16	0.16	856	48	48
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.02	0.16	0.16	847	50	50
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1	0.16	0.16	838	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.1	0.16	0.16	828	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.02	0.16	0.16	819	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.04	0.16	0.16	809	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.02	0.16	0.16	799	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.02	0.16	0.16	790	55	55
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.02	0.16	0.16	780	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.04	0.16	0.16	770	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.05	0.16	0.16	760	53	53
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.04	0.16	0.16	750	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.07	0.16	0.16	740	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.07	0.16	0.16	730	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.08	0.16	0.16	720	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.16	0.16	0.16	700	53	53
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.19	0.16	0.16	690	52	52
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.21	0.16	0.16	677	54	54
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.27	0.16	0.16	661	58	58
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.25	0.16	0.16	644	62	62
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.29	0.16	0.16	627	65	65
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.3	0.16	0.16	610	68	68
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.27	0.16	0.16	594	71	71
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.3	0.16	0.16	577	70	70
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.33	0.16	0.16	560	70	70
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.33	0.16	0.16	544	71	71
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.34	0.15	0.15	529	72	72
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.34	0.15	0.15	514	74	74
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.5	0.16	0.16	500	76	76
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.55	0.16	0.16	486	78	78
Quebec	Saint-Simeon	Barnett et al. (2019)	Foraminifera	48.067	-65.545	-1.46	0.16	0.16	473	81	81
Israel	Israeli Coast	Dean et al 2019	Archeological	32	34.8	-0.2	0.38	0.38	1900	10	10
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.7	34.9	-0.19	0.44	0.44	1829	120	120
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.1	0.44	0.44	1828	117	117
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.15	0.44	0.44	1805	105	105
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.62	34.93	-0.07	0.44	0.44	1775	125	125
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.21	0.44	0.44	1773	124	124
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	33.1	35.1	-0.03	0.44	0.44	1770	120	120
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.55	34.92	-0.09	0.44	0.44	1770	120	120
Israel	Israeli Coast	Dean et al 2019	Archeological	32.92	35.07	-0.23	0.4	0.4	1760	15	15
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.21	0.44	0.44	1680	149	149
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.47	0.33	0.33	1675	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.43	0.33	0.33	1675	150	150
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.7	34.9	-0.37	0.44	0.44	1608	112	112
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.35	0.44	0.44	1597	97	97
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.28	0.44	0.44	1572	94	94
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.33	0.44	0.44	1564	97	97
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.39	0.44	0.44	1530	98	98
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	33.1	35.1	-0.06	0.44	0.44	1525	95	95
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.6	34.9	-0.47	0.44	0.44	1369	74	74
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.31	0.44	0.44	1354	84	84
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.03	0.44	0.44	1342	83	83
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	33	35.1	-0.18	0.44	0.44	1293	99	99
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.37	0.44	0.44	1270	90	90
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.45	0.44	0.44	1260	95	95
Israel	Israeli Coast	Dean et al 2019	Archeological	32.71	34.93	-0.26	0.32	0.32	1254	36	36
Israel	Israeli Coast	Dean et al 2019	Archeological	32.71	34.24	-0.29	0.32	0.32	1254	36	36
Israel	Israeli Coast	Dean et al 2019	Archeological	32.71	34.93	-0.49	0.32	0.32	1254	36	36
Israel	Israeli Coast	Dean et al 2019	Archeological	32.92	35.07	-0.17	0.32	0.32	1242	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.925	35.068	-0.27	0.32	0.32	1242	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.92	35.07	-0.23	0.49	0.49	1241	50	50
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.71	34.93	-0.22	0.44	0.44	1195	105	105
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.12	0.44	0.44	1189	107	107
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.59	0.35	0.35	1133	133	133
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.39	0.35	0.35	1133	133	133
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.33	0.35	0.35	1133	133	133
Israel	Israeli Coast	Dean et al 2019	Archeological	32.919	35.066	-0.42	0.32	0.32	1130	5	5
Israel	Israeli Coast	Dean et al 2019	Archeological	32.92	35.066	-0.79	0.32	0.32	1130	5	5
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	33	35.1	-0.34	0.44	0.44	1111	109	109
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.22	0.44	0.44	956	119	119
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.83	34.96	-0.12	0.44	0.44	910	120	120
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.12	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.21	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.11	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.06	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.11	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.15	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.15	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.05	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.15	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.2	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.01	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.12	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.15	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.11	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.07	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.09	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.12	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.14	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.12	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.12	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.11	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	855	105	105
Israel	Israeli Coast	Dean et al 2019	Other bioconstructed reefs	32.5	34.89	-0.12	0.44	0.44	835	115	115
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.17	0.35	0.35	695	55	55
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.01	0.35	0.35	695	55	55
Israel	Israeli Coast	Dean et al 2019	Archeological	31.8	34.6	0.15	0.44	0.44	695	10	10
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.05	0.35	0.35	600	100	100
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	600	100	100
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.07	0.35	0.35	555	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.12	0.35	0.35	550	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.08	0.35	0.35	550	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.1	0.35	0.35	550	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.11	0.35	0.35	550	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.3	0.35	0.35	550	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	550	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	31.92	34.69	-0.09	0.49	0.49	550	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.94	0.32	0.32	505	14	14
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.97	0.32	0.32	505	14	14
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.13	0.35	0.35	500	100	100
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.04	0.35	0.35	450	250	250
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.1	0.35	0.35	450	250	250
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.26	0.35	0.35	450	250	250
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.32	0.35	0.35	450	250	250
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.42	0.35	0.35	450	250	250
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	400	100	100
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.27	0.35	0.35	350	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.07	0.35	0.35	300	100	100
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	0.02	0.35	0.35	50	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	50	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.5	34.9	-0.03	0.35	0.35	50	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	33.05	35.101	-0.06	0.44	0.44	-50	25	25
Israel	Israeli Coast	Dean et al 2019	Archeological	32.92	35.07	-1.15	0.33	0.33	-150	149	149
Israel	Israeli Coast	Dean et al 2019	Archeological	31.92	34.69	-0.63	0.66	0.66	-300	50	50
Israel	Israeli Coast	Dean et al 2019	Archeological	32.41	34.87	-1.39	0.61	0.61	-500	150	150
Israel	Israeli Coast	Dean et al 2019	Archeological	32.62	34.92	-0.49	0.53	0.53	-850	100	100
Israel	Israeli Coast	Dean et al 2019	Archeological	32.66	34.93	-0.89	0.39	0.39	-1925	125	125
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	0.01	0.12	0.12	2007	4	4
Croatia	Jadrtovac	Shaw et al (2018)	Foraminifera	43.68	15.957	0	0.12	0.12	2005	6	6
